open_time,open,high,low,close,volume,turnover
2026-01-01 19:00:00,88199.9,88436.2,88082.4,88391.5,104.847942,9254248.0846154
2026-01-01 20:00:00,88391.5,88391.5,88250.8,88263.8,78.079481,6896240.706424
2026-01-01 21:00:00,88263.8,88450.0,88261.9,88389.9,63.439657,5605963.7357068
2026-01-01 22:00:00,88389.9,88700.0,88389.9,88650.0,180.689665,16001800.41343011
2026-01-01 23:00:00,88650.0,88926.7,88477.0,88848.2,291.884839,25896421.0559633
2026-01-02 00:00:00,88848.2,88897.0,88592.5,88839.0,287.993778,25561122.6047206
2026-01-02 01:00:00,88839.0,88885.3,88502.1,88647.7,143.471064,12724369.3730236
2026-01-02 02:00:00,88647.7,88674.3,88377.4,88641.9,150.171505,13290136.11914822
2026-01-02 03:00:00,88641.9,89125.0,88571.5,88945.9,323.810567,28801943.76295394
2026-01-02 04:00:00,88945.9,88988.1,88631.7,88643.3,140.310338,12459971.1103789
2026-01-02 05:00:00,88643.3,88789.6,88575.5,88763.6,105.90986,9392060.1670676
2026-01-02 06:00:00,88763.6,89087.2,88726.1,88943.9,147.181283,13089989.702163
2026-01-02 07:00:00,88943.9,89068.8,88824.9,88866.6,169.936421,15112795.4626544
2026-01-02 08:00:00,88866.6,89198.7,88798.4,89177.5,213.214821,18984980.27535139
2026-01-02 09:00:00,89177.5,89498.5,89105.9,89478.4,469.035888,41881015.05987353
2026-01-02 10:00:00,89478.4,89948.7,89457.0,89659.5,552.077415,49524806.12853041
2026-01-02 11:00:00,89659.5,89683.1,89361.5,89505.1,322.029642,28822622.30256536
2026-01-02 12:00:00,89505.1,89593.1,89390.5,89407.9,244.500062,21880999.3379509
2026-01-02 13:00:00,89407.9,89698.9,89303.4,89348.9,249.258265,22309215.4994046
2026-01-02 14:00:00,89348.9,90146.2,88450.0,89582.7,1193.743207,106528991.72768936
2026-01-02 15:00:00,89582.7,89889.4,88791.6,89405.6,945.764245,84525369.48155782
2026-01-02 16:00:00,89405.6,90807.4,89194.0,90375.6,1266.002916,114123287.98287372
2026-01-02 17:00:00,90375.6,90966.2,90182.0,90377.2,830.382766,75223601.424717
2026-01-02 18:00:00,90377.2,90559.9,89550.0,89769.9,614.430353,55368769.37263527
2026-01-02 19:00:00,89769.9,90158.0,89644.6,89897.8,438.285601,39412044.4395016
2026-01-02 20:00:00,89897.8,90083.1,89623.0,89735.2,361.546521,32488651.5435796
