open_time,open,high,low,close,volume,turnover
2026-01-01 19:45:00,88332.9,88436.2,88304.7,88391.5,40.464341,3576485.801692
2026-01-01 20:00:00,88391.5,88391.5,88305.9,88346.4,30.750321,2716460.2929616
2026-01-01 20:15:00,88346.4,88374.8,88323.6,88368.9,12.53111,1107160.1618254
2026-01-01 20:30:00,88368.9,88373.3,88251.5,88260.4,25.604466,2261121.0805286
2026-01-01 20:45:00,88260.4,88295.5,88250.8,88263.8,9.193584,811499.1711084
2026-01-01 21:00:00,88263.8,88450.0,88261.9,88393.7,19.139261,1690933.6254791
2026-01-01 21:15:00,88393.7,88408.1,88354.6,88386.9,13.808495,1220401.0736528
2026-01-01 21:30:00,88386.9,88410.0,88334.3,88334.3,19.826335,1752115.5410911
2026-01-01 21:45:00,88334.3,88401.1,88310.1,88389.9,10.665566,942513.4954838
2026-01-01 22:00:00,88389.9,88604.4,88389.9,88517.6,59.632442,5278782.79353664
2026-01-01 22:15:00,88517.6,88591.8,88484.4,88535.5,29.476592,2610230.4829509
2026-01-01 22:30:00,88535.5,88607.5,88433.7,88593.9,44.972472,3981677.8007438
2026-01-01 22:45:00,88593.9,88700.0,88544.3,88650.0,46.608159,4131109.33619877
2026-01-01 23:00:00,88650.0,88768.3,88477.0,88579.3,117.191959,10384742.79387063
2026-01-01 23:15:00,88579.3,88794.6,88579.3,88731.2,60.454698,5364418.96374255
2026-01-01 23:30:00,88731.2,88884.6,88731.2,88884.5,62.167438,5520580.83652546
2026-01-01 23:45:00,88884.5,88926.7,88754.8,88848.2,52.070744,4626678.46182466
2026-01-02 00:00:00,88848.2,88887.9,88601.3,88642.9,118.59997,10524926.7377295
2026-01-02 00:15:00,88642.9,88728.3,88592.5,88715.3,38.008546,3370144.0211722
2026-01-02 00:30:00,88715.3,88874.8,88648.7,88699.9,68.983115,6123740.0715119
2026-01-02 00:45:00,88699.9,88897.0,88699.9,88839.0,62.402147,5542311.774307
2026-01-02 01:00:00,88839.0,88885.3,88740.3,88761.5,36.682041,3257281.5629504
2026-01-02 01:15:00,88761.5,88761.5,88679.2,88690.1,34.321476,3045070.1365273
2026-01-02 01:30:00,88690.1,88713.4,88502.1,88633.7,53.041049,4700162.3341384
2026-01-02 01:45:00,88633.7,88668.5,88570.1,88647.7,19.426498,1721855.3394075
2026-01-02 02:00:00,88647.7,88674.3,88436.7,88489.8,45.00155,3983727.27540832
2026-01-02 02:15:00,88489.8,88538.7,88377.4,88425.4,58.826143,5203813.4875955
2026-01-02 02:30:00,88425.4,88524.1,88409.3,88484.0,20.108799,1778826.5052095
2026-01-02 02:45:00,88484.0,88646.2,88469.7,88641.9,26.235013,2323768.8509349
2026-01-02 03:00:00,88641.9,88968.8,88571.5,88963.0,57.466597,5101872.72468411
2026-01-02 03:15:00,88963.0,88983.0,88810.5,88884.3,71.039424,6314206.9181462
2026-01-02 03:30:00,88884.3,89122.1,88844.0,88970.8,98.505898,8766551.71251953
2026-01-02 03:45:00,88970.8,89125.0,88860.8,88945.9,96.798648,8619312.4076041
2026-01-02 04:00:00,88945.9,88988.1,88804.6,88815.8,42.281962,3758453.7802733
2026-01-02 04:15:00,88815.8,88851.3,88690.8,88742.3,36.82033,3269159.1451593
2026-01-02 04:30:00,88742.3,88838.8,88719.0,88731.1,30.443808,2703175.5534079
2026-01-02 04:45:00,88731.1,88780.4,88631.7,88643.3,30.764238,2729182.6315384
2026-01-02 05:00:00,88643.3,88717.5,88631.6,88680.0,29.933177,2654705.9911815
2026-01-02 05:15:00,88680.0,88766.5,88580.8,88582.2,38.122783,3379531.3084864
2026-01-02 05:30:00,88582.2,88696.7,88575.5,88682.4,17.002281,1507380.1677728
2026-01-02 05:45:00,88682.4,88789.6,88682.4,88763.6,20.851619,1850442.6996269
2026-01-02 06:00:00,88763.6,88860.2,88726.1,88793.5,28.285655,2511600.9796067
2026-01-02 06:15:00,88793.5,88927.4,88793.1,88925.4,24.066955,2138708.3203716
2026-01-02 06:30:00,88925.4,89087.2,88916.0,88979.9,53.884646,4796065.0192324
2026-01-02 06:45:00,88979.9,89049.7,88924.0,88943.9,40.944027,3643615.3829523
2026-01-02 07:00:00,88943.9,89068.8,88943.8,89039.0,41.548178,3698411.5517174
2026-01-02 07:15:00,89039.0,89046.1,88868.0,88910.0,51.033267,4539547.6902495
2026-01-02 07:30:00,88910.0,88927.7,88845.0,88865.8,30.733379,2731508.2027225
2026-01-02 07:45:00,88865.8,88904.5,88824.9,88866.6,46.621597,4143328.017965
2026-01-02 08:00:00,88866.6,89090.4,88798.4,89074.3,68.737601,6113092.4561301
2026-01-02 08:15:00,89074.3,89117.0,88983.0,89063.8,49.949092,4448745.5732436
2026-01-02 08:30:00,89063.8,89170.6,89017.9,89096.4,47.077004,4194086.01414795
2026-01-02 08:45:00,89096.4,89198.7,89072.3,89177.5,47.451124,4229056.23182974
2026-01-02 09:00:00,89177.5,89328.3,89118.8,89249.3,111.331236,9933693.57847936
2026-01-02 09:15:00,89249.3,89275.0,89105.9,89168.3,71.385494,6365500.4069888
2026-01-02 09:30:00,89168.3,89252.4,89126.8,89252.3,69.993266,6242018.0044385
2026-01-02 09:45:00,89252.3,89498.5,89219.0,89478.4,216.325892,19339803.06996687
2026-01-02 10:00:00,89478.4,89846.1,89457.0,89840.1,272.197363,24405503.0298221
2026-01-02 10:15:00,89840.1,89948.7,89586.7,89601.6,130.191215,11694778.86242781
2026-01-02 10:30:00,89601.6,89723.5,89601.6,89703.4,82.857567,7429554.8599107
2026-01-02 10:45:00,89703.4,89756.5,89622.5,89659.5,66.83127,5994969.3763698
